,Date,Open,High,Low,Close,Volume,sma7,trend_adx,trend_adx_pos,trend_adx_neg,trend_psar_up_indicator,trend_psar_down_indicator,volatility_atr,volatility_bbli,others_dr,others_cr
76,20080107,7.6019,7.6522,7.4508,7.5515,117490,0.037126171117595745,0.13598132704642085,0.3314310556195489,0.5370296477132933,0.0,0.0,0.021803362079995923,1.0,0.9028499967137817,0.03618121546336918
77,20080108,7.5515,7.7529,7.5515,7.6019,109010,0.03686729411513019,0.14143996077902904,0.37232305493786527,0.4844657591922486,0.0,0.0,0.023002675066259862,0.0,0.9242389610206843,0.03653722133181512
78,20080109,7.6019,7.6522,7.5012,7.5012,56360,0.03655668285273607,0.1496232496109442,0.3450535131141385,0.48271445460436957,0.0,0.0,0.02323630541630613,1.0,0.902756095080289,0.03582591595577333
79,20080110,7.1991,7.3502,7.1991,7.1991,291740,0.035935357476536464,0.1723881460700182,0.29802426844399965,0.6053619379029986,0.0,0.0,0.02598214866607081,1.0,0.873610033693303,0.03369199982764795
80,20080111,7.2494,7.3501,7.2494,7.2998,78900,0.03531403210033685,0.1935269784963012,0.277654015827823,0.5639848525277535,0.0,0.0,0.025917831656135995,1.0,0.9321261208047869,0.03440330520368974
81,20080114,7.5515,7.5515,7.2998,7.2998,215790,0.034848012355334294,0.1957481145722031,0.3783437970392382,0.5023480050651513,0.0,0.0,0.027549770944326406,0.0,0.917041464460279,0.03440330520368974
82,20080115,7.0481,7.0984,6.9474,6.9977,199290,0.034174849867794746,0.21324023239324136,0.32481934480471075,0.6268746304484035,0.0,0.0,0.03070834090082955,1.0,0.8724117693358592,0.032269389075564356
83,20080116,7.1991,7.2998,7.1991,7.2998,171870,0.03391597286532919,0.21561452696612238,0.4026942734482346,0.5544586691057614,0.0,0.0,0.03270698060214189,0.0,0.9635978827790467,0.03440330520368974
84,20080117,7.6522,7.6522,7.0984,7.2998,248700,0.03360525875152369,0.20161709203930295,0.5049802766232143,0.4514931755057955,1.0,0.0,0.038729478787127,0.0,0.917041464460279,0.03440330520368974
85,20080118,7.2998,7.4508,7.1991,7.4005,187430,0.03350168738025519,0.18861947389297065,0.4629047897897768,0.4138742900942466,0.0,0.0,0.03908025336221833,0.0,0.9319180295017522,0.03511461057973154
86,20080121,7.2998,7.2998,7.1991,7.1991,189070,0.03350168738025519,0.17655025704280494,0.43189533163835553,0.3861493285866,0.0,0.0,0.03855187722026003,0.0,0.8876931908328898,0.03369199982764795
87,20080122,7.0022,7.148,7.0022,7.0399,165780,0.033234376562055766,0.17254432100982814,0.40344068915347936,0.4517972877716034,0.0,0.0,0.03800082518021261,0.0,0.893193626426062,0.03256747335430282
88,20080123,6.9669,6.9669,6.7481,6.7481,227280,0.03266694532542388,0.17954889022239848,0.3650559727112201,0.5233598737763172,0.0,1.0,0.039097374414356685,1.0,0.8723419347684455,0.030506312393736836
89,20080124,6.7481,6.9305,6.7481,6.7481,125020,0.032410228202597494,0.1860531330626424,0.343082369860878,0.49185757584442397,0.0,0.0,0.03824845133753704,0.0,0.917041464460279,0.030506312393736836
90,20080125,6.7481,6.8575,6.7481,6.8576,84860,0.031955419261436316,0.19209278712858313,0.3302427468681633,0.47345014254345363,0.0,0.0,0.036259423591332635,0.0,0.9345406068782364,0.03127977752458665
91,20080128,6.8576,6.8576,6.7846,6.8576,106560,0.03150061032027514,0.19769393804496407,0.3216477789256089,0.4610509608673328,0.0,0.0,0.03385847820926608,0.0,0.917041464460279,0.03127977752458665
92,20080129,6.7846,6.9670000000000005,6.7846,6.9670000000000005,188520,0.031054749451904784,0.1951302477795476,0.3596374745592345,0.43069948711305683,0.0,0.0,0.0335334447529555,0.0,0.9342454603026384,0.032052536294586376
93,20080130,7.2953,7.2953,7.2953,7.2953,67320,0.03115369250966079,0.1885550144535181,0.4885063281427513,0.3819601478792506,0.0,0.0,0.03568923051835863,0.0,0.9678584885348799,0.03437151896543564
94,20080131,7.0764,7.5142,7.0764,7.5141,181330,0.03164141390246637,0.17919608814590138,0.42021488742488483,0.4252032797411959,0.0,0.0,0.03946693317282153,0.0,0.949385061540197,0.03591703650543508
95,20080201,7.5871,7.8789,7.5141,7.8789,158800,0.03280445766245067,0.17867981791073437,0.5403507691284151,0.377808397990563,1.0,0.0,0.04164186858477142,0.0,0.9693969287711014,0.038493840886567626
96,20080212,7.733,7.733,7.5871,7.66,109200,0.033742359682904934,0.17820042412093642,0.49301294396162704,0.34471021637888616,0.0,0.0,0.042374313478459595,0.0,0.8870799108374153,0.036947616985718086
97,20080213,7.5141,7.66,7.4411,7.5871,133470,0.03449266072898607,0.1701018363943396,0.4604264280840826,0.38287642658385557,0.0,0.0,0.04181019498376303,0.0,0.9067782615570993,0.03643267992600163
98,20080214,7.5871,7.806,7.5871,7.66,64140,0.03531794045396963,0.16893323444981348,0.4962421720400368,0.35743391132096997,0.0,0.0,0.04130248833853611,0.0,0.927403280468814,0.036947616985718086
99,20080215,7.587000000000001,7.66,7.587000000000001,7.5871,98660,0.03595572205599144,0.16784255391311328,0.48467534801239165,0.3491466909433896,0.0,0.0,0.03839723648174921,0.0,0.9067782615570993,0.03643267992600163
100,20080218,7.2588,7.3682,7.2588,7.3682,106770,0.036030700734893874,0.1612798666778494,0.4355107955421959,0.45393338429674246,0.0,0.0,0.04006664307427298,0.0,0.8859275889559122,0.034886456025152085
101,20080219,7.1493,7.4412,7.1493,7.3682,84920,0.035880640525677646,0.15983977645339706,0.3969549463396335,0.4596622890962798,0.0,0.0,0.040958288597061784,0.0,0.917041464460279,0.034886456025152085
102,20080220,7.3682,7.4412,7.2588,7.2953,186550,0.035280399688812726,0.1585025498164056,0.3746358743652572,0.4338174525251575,0.0,0.0,0.039923274101971634,0.0,0.9063718118669243,0.03437151896543564
103,20080221,6.9305,6.9305,6.9305,6.9305,307420,0.03453009864273159,0.17006775124341625,0.33416766253438673,0.5213599552391821,0.0,0.0,0.042052575421006516,0.0,0.8631157596396478,0.03179471458430311
104,20080222,6.6752,6.7116,6.6022,6.7117,90510,0.03362973738743424,0.19064792252627288,0.30249902574047804,0.6029765594006636,0.0,1.0,0.04335644811960455,0.0,0.882995400860665,0.030249197044303656
105,20080225,7.04,7.04,7.04,7.0399,55810,0.03299195578541243,0.19294756265471005,0.4132926927977416,0.5471365643966244,0.0,0.0,0.044529933548342775,0.0,0.9697754015649901,0.03256747335430282
106,20080226,7.0764,7.1493,6.894,7.0035,144900,0.03239171494854753,0.19961916200092983,0.3835467420232792,0.5646639855053682,0.0,0.0,0.044361073457140465,0.0,0.9114655121615033,0.032310358004869644
107,20080227,6.8941,7.2224,6.8576,7.0035,63040,0.032016615851212654,0.20227167811893204,0.37524218166998335,0.508361043488075,0.0,0.0,0.04604659484065848,0.0,0.917041464460279,0.032310358004869644
108,20080228,7.0765,7.1129,7.0035,7.1129,68010,0.031754036197937104,0.2047347287999341,0.36353546883800303,0.4925013213092004,0.0,0.0,0.04327775274414193,0.0,0.9338870590756232,0.033083116774869366
109,20080229,7.0035,7.0764,7.0035,7.0035,137890,0.03145391577950466,0.207021847289436,0.35171857586147165,0.4764923320809593,0.0,0.0,0.040785794857277034,0.0,0.9004549636113197,0.032310358004869644
110,20080303,6.9305,6.9305,6.6752,6.6752,120440,0.03119133612622911,0.22023171496537794,0.3182830423629075,0.5626279238336839,0.0,0.0,0.04221634561224801,0.0,0.8664892824473222,0.02999137533402038
111,20080304,6.3469,6.6752,6.3469,6.3469,208800,0.03081613417748285,0.24117085813025244,0.2887246074975839,0.638775453482593,0.0,0.0,0.0435038412917219,1.0,0.864003022656626,0.027672392663171116
112,20080305,6.0551,6.3469,6.0551,6.2010000000000005,270640,0.029953313687342387,0.26688671947147297,0.26515427767967653,0.6994966113118684,0.0,0.0,0.04405008891471503,1.0,0.8922513922141796,0.026641812182888126
113,20080306,6.4928,6.4928,6.4928,6.4928,11150,0.029428051529379898,0.2827778244054756,0.30427157764218804,0.6429694852707266,0.0,0.0,0.044541711775408846,0.0,0.967788153555189,0.02870297314345411
114,20080307,6.7846,6.7846,6.7846,6.7846,113590,0.02920290978984985,0.2832324943686787,0.3998754746890437,0.5914933601506694,0.0,0.0,0.0449841723500333,0.0,0.9655074913019402,0.03076413410402011
115,20080310,7.1129,7.1129,6.8576,7.0035,326010,0.029090390345790543,0.27020218047194516,0.4970153445934375,0.5391902192557543,0.0,0.0,0.04599488535572864,0.0,0.9518355694685597,0.032310358004869644
116,20080311,6.7846,6.8576,6.7482,6.8211,100450,0.02890278937141741,0.2615537415563998,0.46274751440526374,0.5428627780780018,0.0,0.0,0.045679530083787744,0.0,0.8889552079900891,0.031021955814303386
117,20080312,6.7117,7.0764,6.7117,6.8211,39920,0.029052849580633637,0.24522325018959396,0.5045801520632943,0.490803938849223,0.0,0.0,0.04723152772659022,0.0,0.917041464460279,0.031021955814303386
118,20080313,7.0764,7.0764,6.7846,6.8576,46390,0.02957811173859612,0.23005922249184566,0.4660688091858134,0.45334404531724454,0.0,0.0,0.047405006706096514,0.0,0.9228120861562231,0.03127977752458665
119,20080314,6.7846,6.8941,6.7846,6.894,82740,0.030290872019520347,0.21597833962965082,0.45212347048248336,0.439779446836323,0.0,0.0,0.044502001501086935,0.0,0.9227656458922889,0.031536892874019826
120,20080317,6.7116,6.8575,6.7116,6.7481,128040,0.030553451672795898,0.20581036771549738,0.42909184014949947,0.44556406998314696,0.0,0.0,0.04311261571559427,0.0,0.8942187041558448,0.030506312393736836
121,20080318,6.4198,6.6387,6.4198,6.4563,134940,0.030215790489206543,0.20693963223843276,0.3905304030680582,0.5159574529950521,0.0,0.0,0.04431048438473352,0.0,0.870409046583019,0.028445151433170834
122,20080319,6.4563,6.6387,6.4198,6.4563,45390,0.02965298756608714,0.2079882350097299,0.36685706991485295,0.48468093116301825,0.0,0.0,0.04355274879940955,0.0,0.917041464460279,0.028445151433170834
123,20080320,6.5657,6.5657,6.4563,6.4928,87310,0.029315326382497786,0.20896193758307727,0.35526623455437556,0.46936745532683694,0.0,0.0,0.04103329130701789,0.0,0.9231381433088774,0.02870297314345411
124,20080321,6.4928,6.4928,6.3469,6.4198,52050,0.02890258366859462,0.21395114752689603,0.3398449239396142,0.4939939702978534,0.0,0.0,0.03937827805239877,0.0,0.904916653084538,0.02818732972288757
125,20080324,6.1645,6.1645,6.127999999999999,6.127999999999999,154630,0.028152179771102105,0.22600499354961145,0.3107882058293644,0.5404355763636716,0.0,0.0,0.04033708199932423,0.0,0.868024326998436,0.026126168762321572
126,20080325,5.8362,5.8727,5.8362,5.8362,178050,0.02706421754143161,0.24544060733662962,0.2845845561804212,0.6114396495215418,0.0,0.0,0.041200005551557124,1.0,0.8656902537753022,0.02406500780175558
127,20080326,6.127999999999999,6.127999999999999,6.127999999999999,6.127999999999999,47960,0.026426435939409798,0.249564939732059,0.3700238289128212,0.5605428197556422,0.0,0.0,0.04197663674856672,0.0,0.9709601476920973,0.026126168762321572
128,20080327,6.1645,6.1645,6.1645,6.1645,51090,0.02612631552097735,0.2515224878224619,0.3825365042443721,0.554327042250654,0.0,0.0,0.03839147156224343,0.0,0.923464765317036,0.02638399047260485
129,20080328,6.2010000000000005,6.2010000000000005,6.2010000000000005,6.2010000000000005,2070,0.025863735867701798,0.2513935023886776,0.3957050124067645,0.5477854742293322,0.0,0.0,0.03516482289455245,0.0,0.9234267329573519,0.026641812182888126
130,20080331,6.2375,6.2375,6.2375,6.2375,3020,0.025601156214426248,0.24925362490235956,0.40954326245991485,0.5409112062482967,0.0,0.0,0.032260839093630554,0.0,0.9233891483258178,0.02689963389317139
131,20080401,6.274,6.274,6.274,6.2739,530,0.025451096005210012,0.24517472054475206,0.42406275204285176,0.5336985267579271,0.0,0.0,0.029647253672800862,0.0,0.9233347144142913,0.027156749242604576
132,20080402,6.3104,6.3104,6.3104,6.3104,2360,0.025638696979583146,0.23923147070969192,0.43921409948452933,0.5261430962663298,0.0,0.0,0.02729502679405412,0.0,0.9233153909892651,0.02741457095288784
133,20080403,6.3469,6.3469,6.3469,6.3469,33500,0.026163959137545635,0.23148406448699688,0.4551200324877711,0.5182421227962056,0.0,0.0,0.02517802260318207,0.0,0.9232791019555575,0.027672392663171116
134,20080404,6.3834,6.3834,6.3834,6.3834,52460,0.026426641642232573,0.22199768070942566,0.4717237554535538,0.5099945352682559,1.0,0.0,0.023272718831397227,0.0,0.9232432303066302,0.02793021437345439
135,20080407,6.4928,6.4928,6.4928,6.4928,2670,0.026764302825821942,0.20646686551459312,0.5218877549430215,0.485076510714724,0.0,0.0,0.02278126433580681,0.0,0.9355234837428811,0.02870297314345411
